Uur,Levering [kWh],Teruglevering [kWh]
02-11-2024 11:00 tot 11:15,1.76436,0.0887573964497041
02-11-2024 11:15 tot 11:30,3.86334,0.0
02-11-2024 11:30 tot 11:45,0.88218,0.029585798816568
02-11-2024 11:45 tot 12:00,1.24722,0.443786982248521
02-11-2024 12:00 tot 12:15,1.6731,0.0591715976331361
02-11-2024 12:15 tot 12:30,0.63882,0.207100591715976
02-11-2024 12:30 tot 12:45,0.33462,0.0591715976331361
02-11-2024 12:45 tot 13:00,0.1521,0.532544378698225
02-11-2024 13:00 tot 13:15,0.79092,0.177514792899408
02-11-2024 13:15 tot 13:30,1.2168,0.0
02-11-2024 13:30 tot 13:45,1.15596,0.0887573964497041
02-11-2024 13:45 tot 14:00,2.8899,0.0
02-11-2024 14:00 tot 14:15,0.42588,0.562130177514793
02-11-2024 14:15 tot 14:30,0.06084,0.562130177514793
02-11-2024 14:30 tot 14:45,0.06084,0.443786982248521
02-11-2024 14:45 tot 15:00,0.1521,0.414201183431953
02-11-2024 15:00 tot 15:15,1.46016,0.0
02-11-2024 15:15 tot 15:30,0.85176,0.0
02-11-2024 15:30 tot 15:45,1.2168,0.0
02-11-2024 15:45 tot 16:00,10.67742,0.0
02-11-2024 16:00 tot 16:15,17.21772,0.0
02-11-2024 16:15 tot 16:30,8.79138,0.0
02-11-2024 16:30 tot 16:45,2.06856,0.0
02-11-2024 16:45 tot 17:00,2.64654,0.0
02-11-2024 17:00 tot 17:15,19.80342,0.0
02-11-2024 17:15 tot 17:30,3.68082,0.0
02-11-2024 17:30 tot 17:45,4.563,0.0
02-11-2024 17:45 tot 18:00,3.83292,0.0
02-11-2024 18:00 tot 18:15,2.31192,0.0
02-11-2024 18:15 tot 18:30,1.27764,0.0
02-11-2024 18:30 tot 18:45,1.0647,0.0
02-11-2024 18:45 tot 19:00,1.15596,0.0
02-11-2024 19:00 tot 19:15,1.15596,0.0
02-11-2024 19:15 tot 19:30,1.85562,0.0
02-11-2024 19:30 tot 19:45,2.2815,0.0
02-11-2024 19:45 tot 20:00,2.25108,0.0
02-11-2024 20:00 tot 20:15,3.16368,0.0
02-11-2024 20:15 tot 20:30,4.47174,0.0
02-11-2024 20:30 tot 20:45,3.9546,0.0
02-11-2024 20:45 tot 21:00,1.85562,0.0
02-11-2024 21:00 tot 21:15,1.73394,0.0
02-11-2024 21:15 tot 21:30,1.58184,0.0
02-11-2024 21:30 tot 21:45,1.33848,0.0
02-11-2024 21:45 tot 22:00,1.27764,0.0
02-11-2024 22:00 tot 22:15,1.3689,0.0
02-11-2024 22:15 tot 22:30,1.27764,0.0
02-11-2024 22:30 tot 22:45,12.89808,0.0
02-11-2024 22:45 tot 23:00,24.15348,0.0
02-11-2024 23:00 tot 23:15,38.08584,0.0
02-11-2024 23:15 tot 23:30,30.75462,0.0
02-11-2024 23:30 tot 23:45,7.39206,0.0
02-11-2024 23:45 tot 00:00,1.2168,0.0
03-11-2024 00:00 tot 00:15,1.18638,0.0
03-11-2024 00:15 tot 00:30,1.18638,0.0
03-11-2024 00:30 tot 00:45,1.39932,0.0
03-11-2024 00:45 tot 01:00,1.24722,0.0
03-11-2024 01:00 tot 01:15,1.30806,0.0
03-11-2024 01:15 tot 01:30,1.0647,0.0
03-11-2024 01:30 tot 01:45,1.61226,0.0
03-11-2024 01:45 tot 02:00,1.15596,0.0
03-11-2024 02:00 tot 02:15,1.2168,0.0
03-11-2024 02:15 tot 02:30,1.09512,0.0
03-11-2024 02:30 tot 02:45,1.2168,0.0
03-11-2024 02:45 tot 03:00,1.30806,0.0
03-11-2024 03:00 tot 03:15,1.15596,0.0
03-11-2024 03:15 tot 03:30,1.15596,0.0
03-11-2024 03:30 tot 03:45,1.15596,0.0
03-11-2024 03:45 tot 04:00,1.2168,0.0
03-11-2024 04:00 tot 04:15,1.18638,0.0
03-11-2024 04:15 tot 04:30,1.09512,0.0
03-11-2024 04:30 tot 04:45,1.18638,0.0
03-11-2024 04:45 tot 05:00,1.18638,0.0
03-11-2024 05:00 tot 05:15,1.24722,0.0
03-11-2024 05:15 tot 05:30,1.2168,0.0
03-11-2024 05:30 tot 05:45,1.46016,0.0
03-11-2024 05:45 tot 06:00,1.33848,0.0
03-11-2024 06:00 tot 06:15,1.12554,0.0
03-11-2024 06:15 tot 06:30,1.15596,0.0
03-11-2024 06:30 tot 06:45,1.0647,0.0
03-11-2024 06:45 tot 07:00,1.18638,0.0
03-11-2024 07:00 tot 07:15,1.2168,0.0
03-11-2024 07:15 tot 07:30,1.30806,0.0
03-11-2024 07:30 tot 07:45,1.27764,0.0
03-11-2024 07:45 tot 08:00,0.9126,0.0
03-11-2024 08:00 tot 08:15,0.69966,0.0
03-11-2024 08:15 tot 08:30,0.6084,0.0
03-11-2024 08:30 tot 08:45,0.48672,0.0
03-11-2024 08:45 tot 09:00,0.12168,0.0591715976331361
03-11-2024 09:00 tot 09:15,1.15596,0.0
03-11-2024 09:15 tot 09:30,0.7605,0.0
03-11-2024 09:30 tot 09:45,0.27378,0.236686390532544
03-11-2024 09:45 tot 10:00,0.0,0.739644970414201
03-11-2024 10:00 tot 10:15,0.0,0.946745562130177
03-11-2024 10:15 tot 10:30,6.05358,0.355029585798817
03-11-2024 10:30 tot 10:45,17.12646,0.0
03-11-2024 10:45 tot 11:00,25.15734,0.0
03-11-2024 11:00 tot 11:15,10.40364,0.0
03-11-2024 11:15 tot 11:30,0.97344,0.443786982248521
03-11-2024 11:30 tot 11:45,1.85562,0.236686390532544
03-11-2024 11:45 tot 12:00,1.8252,0.029585798816568
03-11-2024 12:00 tot 12:15,0.21294,0.29585798816568
03-11-2024 12:15 tot 12:30,1.61226,0.0887573964497041
03-11-2024 12:30 tot 12:45,0.36504,0.769230769230769
03-11-2024 12:45 tot 13:00,0.79092,0.532544378698225
03-11-2024 13:00 tot 13:15,1.8252,0.0591715976331361
03-11-2024 13:15 tot 13:30,0.18252,0.414201183431953
03-11-2024 13:30 tot 13:45,0.1521,0.266272189349112
03-11-2024 13:45 tot 14:00,16.94394,0.0
03-11-2024 14:00 tot 14:15,4.28922,0.0
03-11-2024 14:15 tot 14:30,0.6084,0.029585798816568
03-11-2024 14:30 tot 14:45,1.18638,0.0
03-11-2024 14:45 tot 15:00,13.3848,0.0
03-11-2024 15:00 tot 15:15,2.2815,0.0
03-11-2024 15:15 tot 15:30,4.35006,0.0
03-11-2024 15:30 tot 15:45,2.7378,0.0
03-11-2024 15:45 tot 16:00,0.94302,0.0
03-11-2024 16:00 tot 16:15,1.6731,0.0
03-11-2024 16:15 tot 16:30,1.8252,0.0
03-11-2024 16:30 tot 16:45,1.94688,0.0
03-11-2024 16:45 tot 17:00,2.55528,0.0
03-11-2024 17:00 tot 17:15,3.22452,0.0
03-11-2024 17:15 tot 17:30,2.7378,0.0
03-11-2024 17:30 tot 17:45,1.73394,0.0
03-11-2024 17:45 tot 18:00,1.8252,0.0
03-11-2024 18:00 tot 18:15,1.2168,0.0
03-11-2024 18:15 tot 18:30,1.18638,0.0
03-11-2024 18:30 tot 18:45,1.18638,0.0
03-11-2024 18:45 tot 19:00,1.46016,0.0
03-11-2024 19:00 tot 19:15,2.70738,0.0
03-11-2024 19:15 tot 19:30,2.76822,0.0
03-11-2024 19:30 tot 19:45,3.3462,0.0
03-11-2024 19:45 tot 20:00,2.00772,0.0
03-11-2024 20:00 tot 20:15,1.79478,0.0
03-11-2024 20:15 tot 20:30,27.74304,0.0
03-11-2024 20:30 tot 20:45,16.15302,0.0
03-11-2024 20:45 tot 21:00,4.31964,0.0
03-11-2024 21:00 tot 21:15,4.31964,0.0
03-11-2024 21:15 tot 21:30,3.71124,0.0
03-11-2024 21:30 tot 21:45,3.83292,0.0
03-11-2024 21:45 tot 22:00,2.00772,0.0
03-11-2024 22:00 tot 22:15,1.85562,0.0
03-11-2024 22:15 tot 22:30,1.79478,0.0
03-11-2024 22:30 tot 22:45,1.55142,0.0
03-11-2024 22:45 tot 23:00,1.46016,0.0
03-11-2024 23:00 tot 23:15,1.09512,0.0
03-11-2024 23:15 tot 23:30,1.18638,0.0
03-11-2024 23:30 tot 23:45,1.39932,0.0
03-11-2024 23:45 tot 00:00,1.12554,0.0
04-11-2024 00:00 tot 00:15,1.09512,0.0
04-11-2024 00:15 tot 00:30,1.09512,0.0
04-11-2024 00:30 tot 00:45,1.18638,0.0
04-11-2024 00:45 tot 01:00,1.15596,0.0
04-11-2024 01:00 tot 01:15,1.09512,0.0
04-11-2024 01:15 tot 01:30,1.24722,0.0
04-11-2024 01:30 tot 01:45,1.09512,0.0
04-11-2024 01:45 tot 02:00,1.12554,0.0
04-11-2024 02:00 tot 02:15,1.03428,0.0
04-11-2024 02:15 tot 02:30,1.00386,0.0
04-11-2024 02:30 tot 02:45,1.0647,0.0
04-11-2024 02:45 tot 03:00,1.09512,0.0
04-11-2024 03:00 tot 03:15,1.09512,0.0
04-11-2024 03:15 tot 03:30,1.33848,0.0
04-11-2024 03:30 tot 03:45,1.00386,0.0
04-11-2024 03:45 tot 04:00,1.03428,0.0
04-11-2024 04:00 tot 04:15,1.0647,0.0
04-11-2024 04:15 tot 04:30,1.18638,0.0
04-11-2024 04:30 tot 04:45,1.12554,0.0
04-11-2024 04:45 tot 05:00,1.24722,0.0
04-11-2024 05:00 tot 05:15,1.521,0.0
04-11-2024 05:15 tot 05:30,1.03428,0.0
04-11-2024 05:30 tot 05:45,1.18638,0.0
04-11-2024 05:45 tot 06:00,1.27764,0.0
04-11-2024 06:00 tot 06:15,1.30806,0.0
04-11-2024 06:15 tot 06:30,1.33848,0.0
04-11-2024 06:30 tot 06:45,1.33848,0.0
04-11-2024 06:45 tot 07:00,1.27764,0.0
04-11-2024 07:00 tot 07:15,1.30806,0.0
04-11-2024 07:15 tot 07:30,1.27764,0.0
04-11-2024 07:30 tot 07:45,1.49058,0.0
04-11-2024 07:45 tot 08:00,1.3689,0.0
04-11-2024 08:00 tot 08:15,1.39932,0.0
04-11-2024 08:15 tot 08:30,1.15596,0.0
04-11-2024 08:30 tot 08:45,5.50602,0.0
04-11-2024 08:45 tot 09:00,13.71942,0.0
04-11-2024 09:00 tot 09:15,9.2781,0.0
04-11-2024 09:15 tot 09:30,22.08492,0.0
04-11-2024 09:30 tot 09:45,33.24906,0.0
04-11-2024 09:45 tot 10:00,20.9898,0.0
04-11-2024 10:00 tot 10:15,14.93622,0.0
04-11-2024 10:15 tot 10:30,11.01204,0.0
04-11-2024 10:30 tot 10:45,30.20706,0.0
04-11-2024 10:45 tot 11:00,25.43112,0.0
04-11-2024 11:00 tot 11:15,23.84928,0.0
04-11-2024 11:15 tot 11:30,13.62816,0.0
04-11-2024 11:30 tot 11:45,25.37028,0.0
04-11-2024 11:45 tot 12:00,32.27562,0.0
04-11-2024 12:00 tot 12:15,6.50988,0.355029585798817
04-11-2024 12:15 tot 12:30,0.0,1.50887573964497
04-11-2024 12:30 tot 12:45,0.0,1.33136094674556
04-11-2024 12:45 tot 13:00,0.0,1.21301775147929
04-11-2024 13:00 tot 13:15,0.0,1.12426035502959
04-11-2024 13:15 tot 13:30,0.0,0.769230769230769
04-11-2024 13:30 tot 13:45,0.0,1.06508875739645
04-11-2024 13:45 tot 14:00,0.03042,0.591715976331361
04-11-2024 14:00 tot 14:15,0.03042,0.976331360946746
04-11-2024 14:15 tot 14:30,0.0,0.946745562130177
04-11-2024 14:30 tot 14:45,0.06084,0.710059171597633
04-11-2024 14:45 tot 15:00,0.03042,0.443786982248521
04-11-2024 15:00 tot 15:15,10.16028,0.118343195266272
04-11-2024 15:15 tot 15:30,18.7083,0.0
04-11-2024 15:30 tot 15:45,7.23996,0.0
04-11-2024 15:45 tot 16:00,0.85176,0.0
04-11-2024 16:00 tot 16:15,0.88218,0.0
04-11-2024 16:15 tot 16:30,1.00386,0.0
04-11-2024 16:30 tot 16:45,1.09512,0.0
04-11-2024 16:45 tot 17:00,2.03814,0.0
04-11-2024 17:00 tot 17:15,1.91646,0.0
04-11-2024 17:15 tot 17:30,21.38526,0.0
04-11-2024 17:30 tot 17:45,1.73394,0.0
04-11-2024 17:45 tot 18:00,1.33848,0.0
04-11-2024 18:00 tot 18:15,1.521,0.0
04-11-2024 18:15 tot 18:30,1.91646,0.0
04-11-2024 18:30 tot 18:45,2.31192,0.0
04-11-2024 18:45 tot 19:00,2.03814,0.0
04-11-2024 19:00 tot 19:15,4.19796,0.0
04-11-2024 19:15 tot 19:30,13.59774,0.0
04-11-2024 19:30 tot 19:45,7.4529,0.0
04-11-2024 19:45 tot 20:00,3.10284,0.0
04-11-2024 20:00 tot 20:15,2.52486,0.0
04-11-2024 20:15 tot 20:30,1.94688,0.0
04-11-2024 20:30 tot 20:45,6.9966,0.0
04-11-2024 20:45 tot 21:00,6.75324,0.0
04-11-2024 21:00 tot 21:15,1.3689,0.0
04-11-2024 21:15 tot 21:30,1.6731,0.0
04-11-2024 21:30 tot 21:45,1.3689,0.0
04-11-2024 21:45 tot 22:00,9.18684,0.0
04-11-2024 22:00 tot 22:15,15.8184,0.0
04-11-2024 22:15 tot 22:30,29.75076,0.0
04-11-2024 22:30 tot 22:45,14.1453,0.0
04-11-2024 22:45 tot 23:00,5.9319,0.0
04-11-2024 23:00 tot 23:15,3.22452,0.0
04-11-2024 23:15 tot 23:30,1.79478,0.0
04-11-2024 23:30 tot 23:45,1.33848,0.0
04-11-2024 23:45 tot 00:00,1.27764,0.0
05-11-2024 00:00 tot 00:15,1.27764,0.0
05-11-2024 00:15 tot 00:30,1.18638,0.0
05-11-2024 00:30 tot 00:45,1.27764,0.0
05-11-2024 00:45 tot 01:00,1.12554,0.0
05-11-2024 01:00 tot 01:15,1.0647,0.0
05-11-2024 01:15 tot 01:30,1.521,0.0
05-11-2024 01:30 tot 01:45,1.49058,0.0
05-11-2024 01:45 tot 02:00,1.0647,0.0
05-11-2024 02:00 tot 02:15,1.27764,0.0
05-11-2024 02:15 tot 02:30,1.03428,0.0
05-11-2024 02:30 tot 02:45,1.03428,0.0
05-11-2024 02:45 tot 03:00,1.0647,0.0
05-11-2024 03:00 tot 03:15,1.15596,0.0
05-11-2024 03:15 tot 03:30,1.0647,0.0
05-11-2024 03:30 tot 03:45,1.0647,0.0
05-11-2024 03:45 tot 04:00,1.12554,0.0
05-11-2024 04:00 tot 04:15,1.09512,0.0
05-11-2024 04:15 tot 04:30,1.33848,0.0
05-11-2024 04:30 tot 04:45,1.0647,0.0
05-11-2024 04:45 tot 05:00,1.12554,0.0
05-11-2024 05:00 tot 05:15,1.00386,0.0
05-11-2024 05:15 tot 05:30,1.09512,0.0
05-11-2024 05:30 tot 05:45,1.8252,0.0
05-11-2024 05:45 tot 06:00,1.70352,0.0
05-11-2024 06:00 tot 06:15,1.27764,0.0
05-11-2024 06:15 tot 06:30,1.39932,0.0
05-11-2024 06:30 tot 06:45,1.24722,0.0
05-11-2024 06:45 tot 07:00,1.27764,0.0
05-11-2024 07:00 tot 07:15,1.46016,0.0
05-11-2024 07:15 tot 07:30,1.55142,0.0
05-11-2024 07:30 tot 07:45,1.8252,0.0
05-11-2024 07:45 tot 08:00,1.55142,0.0
05-11-2024 08:00 tot 08:15,1.12554,0.0
05-11-2024 08:15 tot 08:30,0.69966,0.0
05-11-2024 08:30 tot 08:45,0.54756,0.0
05-11-2024 08:45 tot 09:00,6.96618,0.0
05-11-2024 09:00 tot 09:15,13.9932,0.0
05-11-2024 09:15 tot 09:30,18.28242,0.0
05-11-2024 09:30 tot 09:45,35.16552,0.0
05-11-2024 09:45 tot 10:00,14.41908,0.0
05-11-2024 10:00 tot 10:15,1.55142,0.0
05-11-2024 10:15 tot 10:30,4.16754,0.502958579881657
05-11-2024 10:30 tot 10:45,10.61658,0.0
05-11-2024 10:45 tot 11:00,31.45428,0.0
05-11-2024 11:00 tot 11:15,25.5528,0.0
05-11-2024 11:15 tot 11:30,14.57118,0.0
05-11-2024 11:30 tot 11:45,26.22204,0.0
05-11-2024 11:45 tot 12:00,18.8604,0.0
05-11-2024 12:00 tot 12:15,17.76528,0.0591715976331361
05-11-2024 12:15 tot 12:30,5.11056,0.414201183431953
05-11-2024 12:30 tot 12:45,15.3621,0.236686390532544
05-11-2024 12:45 tot 13:00,19.59048,0.0
05-11-2024 13:00 tot 13:15,37.69038,0.0
05-11-2024 13:15 tot 13:30,24.24474,0.0
05-11-2024 13:30 tot 13:45,13.47606,0.0
05-11-2024 13:45 tot 14:00,8.85222,0.0
05-11-2024 14:00 tot 14:15,4.31964,0.0
05-11-2024 14:15 tot 14:30,0.12168,0.591715976331361
05-11-2024 14:30 tot 14:45,0.0,0.473372781065089
05-11-2024 14:45 tot 15:00,0.06084,0.236686390532544
05-11-2024 15:00 tot 15:15,31.57596,0.029585798816568
05-11-2024 15:15 tot 15:30,44.83908,0.0
05-11-2024 15:30 tot 15:45,59.44068,0.0
05-11-2024 15:45 tot 16:00,19.07334,0.0
05-11-2024 16:00 tot 16:15,4.13712,0.0
05-11-2024 16:15 tot 16:30,1.79478,0.0
05-11-2024 16:30 tot 16:45,1.58184,0.0
05-11-2024 16:45 tot 17:00,25.94826,0.0
05-11-2024 17:00 tot 17:15,21.78072,0.0
05-11-2024 17:15 tot 17:30,13.78026,0.0
05-11-2024 17:30 tot 17:45,2.79864,0.0
05-11-2024 17:45 tot 18:00,2.92032,0.0
05-11-2024 18:00 tot 18:15,5.14098,0.0
05-11-2024 18:15 tot 18:30,7.97004,0.0
05-11-2024 18:30 tot 18:45,48.48948,0.0
05-11-2024 18:45 tot 19:00,23.78844,0.0
05-11-2024 19:00 tot 19:15,9.4302,0.0
05-11-2024 19:15 tot 19:30,1.39932,0.0
05-11-2024 19:30 tot 19:45,1.521,0.0
05-11-2024 19:45 tot 20:00,1.46016,0.0
05-11-2024 20:00 tot 20:15,1.24722,0.0
05-11-2024 20:15 tot 20:30,1.521,0.0
05-11-2024 20:30 tot 20:45,1.3689,0.0
05-11-2024 20:45 tot 21:00,2.34234,0.0
05-11-2024 21:00 tot 21:15,1.3689,0.0
05-11-2024 21:15 tot 21:30,1.3689,0.0
05-11-2024 21:30 tot 21:45,1.39932,0.0
05-11-2024 21:45 tot 22:00,4.2588,0.0
05-11-2024 22:00 tot 22:15,2.19024,0.0
05-11-2024 22:15 tot 22:30,1.79478,0.0
05-11-2024 22:30 tot 22:45,1.2168,0.0
05-11-2024 22:45 tot 23:00,1.39932,0.0
05-11-2024 23:00 tot 23:15,1.61226,0.0
05-11-2024 23:15 tot 23:30,1.18638,0.0
05-11-2024 23:30 tot 23:45,1.03428,0.0
05-11-2024 23:45 tot 00:00,1.09512,0.0
06-11-2024 00:00 tot 00:15,1.2168,0.0
06-11-2024 00:15 tot 00:30,1.3689,0.0
06-11-2024 00:30 tot 00:45,1.2168,0.0
06-11-2024 00:45 tot 01:00,1.55142,0.0
06-11-2024 01:00 tot 01:15,1.30806,0.0
06-11-2024 01:15 tot 01:30,1.2168,0.0
06-11-2024 01:30 tot 01:45,1.09512,0.0
06-11-2024 01:45 tot 02:00,1.03428,0.0
06-11-2024 02:00 tot 02:15,1.03428,0.0
06-11-2024 02:15 tot 02:30,0.9126,0.0
06-11-2024 02:30 tot 02:45,1.0647,0.0
06-11-2024 02:45 tot 03:00,1.0647,0.0
06-11-2024 03:00 tot 03:15,1.12554,0.0
06-11-2024 03:15 tot 03:30,1.12554,0.0
06-11-2024 03:30 tot 03:45,1.18638,0.0
06-11-2024 03:45 tot 04:00,1.03428,0.0
06-11-2024 04:00 tot 04:15,1.03428,0.0
06-11-2024 04:15 tot 04:30,1.33848,0.0
06-11-2024 04:30 tot 04:45,1.0647,0.0
06-11-2024 04:45 tot 05:00,1.09512,0.0
06-11-2024 05:00 tot 05:15,0.97344,0.0
06-11-2024 05:15 tot 05:30,1.0647,0.0
06-11-2024 05:30 tot 05:45,1.49058,0.0
06-11-2024 05:45 tot 06:00,1.15596,0.0
06-11-2024 06:00 tot 06:15,1.33848,0.0
06-11-2024 06:15 tot 06:30,1.49058,0.0
06-11-2024 06:30 tot 06:45,1.18638,0.0
06-11-2024 06:45 tot 07:00,1.27764,0.0
06-11-2024 07:00 tot 07:15,1.24722,0.0
06-11-2024 07:15 tot 07:30,1.27764,0.0
06-11-2024 07:30 tot 07:45,1.30806,0.0
06-11-2024 07:45 tot 08:00,1.27764,0.0
06-11-2024 08:00 tot 08:15,1.15596,0.0
06-11-2024 08:15 tot 08:30,1.61226,0.0
06-11-2024 08:30 tot 08:45,28.16892,0.0
06-11-2024 08:45 tot 09:00,21.65904,0.0
06-11-2024 09:00 tot 09:15,14.4495,0.0
06-11-2024 09:15 tot 09:30,25.73532,0.0
06-11-2024 09:30 tot 09:45,36.56484,0.0
06-11-2024 09:45 tot 10:00,25.18776,0.0
06-11-2024 10:00 tot 10:15,9.70398,0.0
06-11-2024 10:15 tot 10:30,8.8218,0.0
06-11-2024 10:30 tot 10:45,8.33508,0.0
06-11-2024 10:45 tot 11:00,4.04586,0.0
06-11-2024 11:00 tot 11:15,4.563,0.0
06-11-2024 11:15 tot 11:30,4.07628,0.0
06-11-2024 11:30 tot 11:45,2.4336,0.029585798816568
06-11-2024 11:45 tot 12:00,2.52486,0.029585798816568
06-11-2024 12:00 tot 12:15,9.61272,0.029585798816568
06-11-2024 12:15 tot 12:30,30.8763,0.0
06-11-2024 12:30 tot 12:45,27.16506,0.0
06-11-2024 12:45 tot 13:00,51.28812,0.0
06-11-2024 13:00 tot 13:15,38.1771,0.0
06-11-2024 13:15 tot 13:30,25.33986,0.0
06-11-2024 13:30 tot 13:45,12.3201,0.0
06-11-2024 13:45 tot 14:00,4.4109,0.0
06-11-2024 14:00 tot 14:15,4.4109,0.0
06-11-2024 14:15 tot 14:30,1.18638,0.0
06-11-2024 14:30 tot 14:45,0.27378,0.0
06-11-2024 14:45 tot 15:00,0.66924,0.0
06-11-2024 15:00 tot 15:15,0.88218,0.0
06-11-2024 15:15 tot 15:30,1.70352,0.0
06-11-2024 15:30 tot 15:45,1.76436,0.0
06-11-2024 15:45 tot 16:00,1.61226,0.0
06-11-2024 16:00 tot 16:15,2.67696,0.0
06-11-2024 16:15 tot 16:30,4.83678,0.0
06-11-2024 16:30 tot 16:45,21.56778,0.0
06-11-2024 16:45 tot 17:00,31.81932,0.0
06-11-2024 17:00 tot 17:15,23.4234,0.0
06-11-2024 17:15 tot 17:30,16.54848,0.0
06-11-2024 17:30 tot 17:45,16.731,0.0
06-11-2024 17:45 tot 18:00,15.72714,0.0
06-11-2024 18:00 tot 18:15,9.126,0.0
06-11-2024 18:15 tot 18:30,1.79478,0.0
06-11-2024 18:30 tot 18:45,2.31192,0.0
06-11-2024 18:45 tot 19:00,2.4336,0.0
06-11-2024 19:00 tot 19:15,4.04586,0.0
06-11-2024 19:15 tot 19:30,4.04586,0.0
06-11-2024 19:30 tot 19:45,1.18638,0.0
06-11-2024 19:45 tot 20:00,1.30806,0.0
06-11-2024 20:00 tot 20:15,1.33848,0.0
06-11-2024 20:15 tot 20:30,1.70352,0.0
06-11-2024 20:30 tot 20:45,10.1907,0.0
06-11-2024 20:45 tot 21:00,4.35006,0.0
06-11-2024 21:00 tot 21:15,1.46016,0.0
06-11-2024 21:15 tot 21:30,1.46016,0.0
06-11-2024 21:30 tot 21:45,6.084,0.0
06-11-2024 21:45 tot 22:00,18.37368,0.0
06-11-2024 22:00 tot 22:15,1.64268,0.0
06-11-2024 22:15 tot 22:30,1.79478,0.0
06-11-2024 22:30 tot 22:45,3.43746,0.0
06-11-2024 22:45 tot 23:00,3.10284,0.0
06-11-2024 23:00 tot 23:15,1.39932,0.0
06-11-2024 23:15 tot 23:30,1.64268,0.0
06-11-2024 23:30 tot 23:45,1.9773,0.0
06-11-2024 23:45 tot 00:00,1.42974,0.0
07-11-2024 00:00 tot 00:15,1.521,0.0
07-11-2024 00:15 tot 00:30,1.09512,0.0
07-11-2024 00:30 tot 00:45,1.00386,0.0
07-11-2024 00:45 tot 01:00,6.66198,0.0
07-11-2024 01:00 tot 01:15,22.29786,0.0
07-11-2024 01:15 tot 01:30,6.8445,0.0
07-11-2024 01:30 tot 01:45,1.0647,0.0
07-11-2024 01:45 tot 02:00,0.97344,0.0
07-11-2024 02:00 tot 02:15,0.97344,0.0
07-11-2024 02:15 tot 02:30,1.0647,0.0
07-11-2024 02:30 tot 02:45,1.12554,0.0
07-11-2024 02:45 tot 03:00,0.97344,0.0
07-11-2024 03:00 tot 03:15,1.03428,0.0
07-11-2024 03:15 tot 03:30,1.15596,0.0
07-11-2024 03:30 tot 03:45,1.03428,0.0
07-11-2024 03:45 tot 04:00,1.09512,0.0
07-11-2024 04:00 tot 04:15,1.12554,0.0
07-11-2024 04:15 tot 04:30,1.2168,0.0
07-11-2024 04:30 tot 04:45,1.24722,0.0
07-11-2024 04:45 tot 05:00,1.00386,0.0
07-11-2024 05:00 tot 05:15,1.39932,0.0
07-11-2024 05:15 tot 05:30,1.27764,0.0
07-11-2024 05:30 tot 05:45,1.15596,0.0
07-11-2024 05:45 tot 06:00,1.15596,0.0
07-11-2024 06:00 tot 06:15,1.2168,0.0
07-11-2024 06:15 tot 06:30,1.27764,0.0
07-11-2024 06:30 tot 06:45,1.27764,0.0
07-11-2024 06:45 tot 07:00,1.18638,0.0
07-11-2024 07:00 tot 07:15,1.3689,0.0
07-11-2024 07:15 tot 07:30,1.88604,0.0
07-11-2024 07:30 tot 07:45,1.73394,0.0
07-11-2024 07:45 tot 08:00,1.33848,0.0
07-11-2024 08:00 tot 08:15,1.85562,0.0
07-11-2024 08:15 tot 08:30,4.1067,0.0
07-11-2024 08:30 tot 08:45,31.36302,0.0
07-11-2024 08:45 tot 09:00,53.32626,0.0
07-11-2024 09:00 tot 09:15,41.40162,0.0
07-11-2024 09:15 tot 09:30,21.4461,0.0
07-11-2024 09:30 tot 09:45,18.5562,0.0
07-11-2024 09:45 tot 10:00,5.0193,0.0
07-11-2024 10:00 tot 10:15,5.26266,0.0
07-11-2024 10:15 tot 10:30,3.58956,0.0
07-11-2024 10:30 tot 10:45,0.97344,0.0
07-11-2024 10:45 tot 11:00,12.25926,0.0
07-11-2024 11:00 tot 11:15,32.91444,0.0
07-11-2024 11:15 tot 11:30,20.56392,0.0
07-11-2024 11:30 tot 11:45,44.7174,0.0
07-11-2024 11:45 tot 12:00,52.71786,0.0
07-11-2024 12:00 tot 12:15,17.85654,0.0
07-11-2024 12:15 tot 12:30,7.23996,0.0
07-11-2024 12:30 tot 12:45,22.29786,0.0
07-11-2024 12:45 tot 13:00,33.58368,0.0
07-11-2024 13:00 tot 13:15,13.71942,0.0
07-11-2024 13:15 tot 13:30,34.10082,0.0
07-11-2024 13:30 tot 13:45,30.7242,0.0
07-11-2024 13:45 tot 14:00,12.07674,0.0
07-11-2024 14:00 tot 14:15,5.9319,0.0
07-11-2024 14:15 tot 14:30,8.60886,0.0
07-11-2024 14:30 tot 14:45,26.98254,0.0
07-11-2024 14:45 tot 15:00,13.0806,0.0
07-11-2024 15:00 tot 15:15,2.34234,0.0
07-11-2024 15:15 tot 15:30,1.0647,0.0
07-11-2024 15:30 tot 15:45,1.12554,0.0
07-11-2024 15:45 tot 16:00,1.12554,0.0
07-11-2024 16:00 tot 16:15,1.521,0.0
07-11-2024 16:15 tot 16:30,1.94688,0.0
07-11-2024 16:30 tot 16:45,1.88604,0.0
07-11-2024 16:45 tot 17:00,2.37276,0.0
07-11-2024 17:00 tot 17:15,2.03814,0.0
07-11-2024 17:15 tot 17:30,4.01544,0.0
07-11-2024 17:30 tot 17:45,3.10284,0.0
07-11-2024 17:45 tot 18:00,2.09898,0.0
07-11-2024 18:00 tot 18:15,1.49058,0.0
07-11-2024 18:15 tot 18:30,1.3689,0.0
